transaction_amount,avg_amount_30d,amount_to_avg_ratio,account_age_days,previous_chargebacks,tx_last_1h,tx_last_24h,transaction_hour,is_night_transaction,is_international,is_high_risk_merchant,merchant_category,country,device_type,TX_FRAUD
26.13,30.3,0.8625,72,0,0,5,8,0,1,0,fuel,DE,mobile,0
55.23,87.07,0.6344,178,0,2,7,10,0,1,0,casino,FR,desktop,0
96.0,36.89,2.602,373,0,0,9,16,0,1,0,fashion,IN,mobile,0
26.82,63.06,0.4254,1594,0,2,6,18,0,1,0,restaurant,AE,pos,0
27.72,57.68,0.4806,224,0,1,6,12,0,1,0,financial,UK,desktop,0
242.64,66.24,3.663,309,0,2,8,7,0,1,0,restaurant,UK,mobile,0
165.24,106.89,1.546,250,0,1,8,11,0,0,0,grocery,US,tablet,0
19.55,35.92,0.5441,155,1,1,6,13,0,1,0,fashion,FR,desktop,0
22.18,66.44,0.3338,106,1,2,7,8,0,0,0,fuel,US,mobile,0
96.74,73.27,1.3205,435,0,1,6,19,0,1,0,food_delivery,FR,tablet,0
224.99,55.28,4.0703,62,1,0,8,11,0,1,1,grocery,AU,mobile,0
122.5,22.31,5.4907,2204,2,0,8,16,0,0,0,electronics,US,pos,0
32.4,47.02,0.6891,163,0,0,11,21,0,0,0,travel,US,mobile,0
40.9,84.7,0.4829,913,0,3,7,9,0,1,0,casino,CA,mobile,0
13.95,105.26,0.1325,329,0,3,2,19,0,0,0,grocery,US,desktop,0
298.75,57.25,5.2185,917,0,1,4,18,0,1,0,restaurant,FR,mobile,0
14.24,43.03,0.3308,1,0,0,9,19,0,0,1,financial,US,mobile,0
74.66,87.56,0.8527,36,0,3,4,20,0,1,0,electronics,IN,tablet,0
44.85,49.38,0.9082,1057,0,1,7,11,0,1,0,grocery,CA,mobile,0
251.46,39.15,6.423,369,0,1,9,23,1,1,0,grocery,UK,mobile,1
214.63,46.07,4.6586,296,1,2,9,10,0,1,0,food_delivery,IN,mobile,0
19.3,63.46,0.3042,136,0,1,7,16,0,1,0,fashion,DE,mobile,0
41.51,42.5,0.9767,272,0,1,1,10,0,0,0,fashion,US,mobile,0
74.72,62.09,1.2035,81,0,0,5,12,0,0,0,digital,US,mobile,0
83.34,66.86,1.2464,115,0,1,6,7,0,1,0,restaurant,UK,mobile,0
31.63,98.73,0.3204,9,0,1,6,9,0,1,0,grocery,AU,mobile,0
219.34,27.06,8.1062,505,0,1,4,13,0,1,0,electronics,DE,desktop,0
40.48,64.26,0.6299,393,0,0,2,10,0,1,0,financial,IN,mobile,0
118.51,84.45,1.4034,187,2,2,6,8,0,0,0,restaurant,US,tablet,0
69.93,41.13,1.7001,730,0,0,3,14,0,0,0,travel,US,mobile,0
8.08,58.31,0.1387,156,0,1,6,8,0,0,0,grocery,US,desktop,0
420.46,182.89,2.2989,10,0,1,7,8,0,1,0,grocery,AE,tablet,0
256.28,37.73,6.7927,435,1,3,6,18,0,1,0,financial,IN,desktop,1
266.15,63.25,4.2082,266,0,1,6,21,0,1,0,grocery,BR,mobile,0
118.89,132.24,0.8991,65,0,3,9,17,0,0,0,grocery,US,mobile,0
639.86,33.41,19.153,153,0,0,10,19,0,1,0,food_delivery,IN,desktop,0
31.69,158.57,0.1999,638,0,2,4,20,0,0,1,restaurant,US,tablet,0
26.52,41.35,0.6414,906,0,0,5,19,0,1,0,restaurant,SG,desktop,0
35.38,21.0,1.6847,220,0,0,5,23,1,0,0,food_delivery,US,mobile,0
32.37,56.3,0.575,518,0,2,7,16,0,0,0,grocery,US,desktop,0
114.99,59.97,1.9174,357,0,1,5,0,1,0,1,electronics,US,desktop,0
116.73,53.19,2.1948,6,0,4,6,8,0,0,0,restaurant,US,mobile,0
60.91,49.67,1.2263,109,0,0,4,18,0,0,0,grocery,US,tablet,0
46.74,58.15,0.8038,378,1,0,8,7,0,1,0,travel,AE,mobile,0
40.91,71.72,0.5704,344,0,0,0,16,0,1,0,restaurant,SG,tablet,0
46.36,93.24,0.4972,76,0,1,8,10,0,1,0,digital,IN,desktop,0
82.39,139.96,0.5887,131,1,0,7,11,0,1,0,financial,BR,tablet,0
40.35,13.21,3.0534,663,0,0,8,7,0,0,1,digital,US,pos,0
146.48,70.01,2.0924,304,0,0,9,14,0,1,0,restaurant,CA,mobile,0
44.06,79.24,0.556,745,0,2,7,17,0,0,0,restaurant,US,tablet,0
103.33,33.25,3.1074,438,0,1,6,16,0,1,0,financial,IN,mobile,0
206.82,21.3,9.712,571,0,0,8,20,0,0,1,fuel,US,mobile,0
121.46,64.32,1.8883,149,0,1,7,18,0,1,0,travel,SG,mobile,0
53.49,65.37,0.8183,212,0,2,5,14,0,0,0,digital,US,desktop,0
456.73,58.14,7.8553,119,0,0,5,11,0,0,0,restaurant,US,mobile,0
165.32,95.62,1.7289,175,1,0,6,22,1,0,0,grocery,US,pos,0
95.17,68.44,1.3906,93,1,0,4,17,0,1,0,electronics,IN,tablet,0
142.89,49.48,2.888,157,0,1,7,22,1,1,0,fashion,IN,pos,0
93.01,64.95,1.4321,64,0,3,5,11,0,1,0,restaurant,DE,mobile,0
23.23,73.06,0.3179,93,1,1,6,13,0,1,0,fashion,BR,mobile,0
161.44,58.93,2.7396,290,0,0,6,11,0,1,0,food_delivery,DE,tablet,0
16.45,39.55,0.4159,237,0,0,6,20,0,1,0,restaurant,IN,desktop,0
49.44,43.92,1.1258,87,0,0,4,10,0,1,0,restaurant,IN,tablet,0
97.21,18.72,5.1913,291,0,2,4,12,0,1,0,travel,AE,mobile,0
16.14,45.45,0.3551,602,0,0,2,12,0,1,0,food_delivery,IN,desktop,0
44.4,44.6,0.9955,37,0,2,11,22,1,0,0,financial,US,tablet,0
42.39,301.12,0.1408,283,0,1,5,14,0,1,0,grocery,UK,desktop,0
104.66,45.8,2.2854,1241,0,2,6,16,0,1,0,financial,DE,mobile,0
56.05,127.93,0.4382,82,0,4,5,17,0,1,0,food_delivery,SG,desktop,0
22.35,128.93,0.1734,587,0,3,4,16,0,0,1,travel,US,mobile,0
497.39,36.99,13.4455,156,0,1,4,20,0,1,0,restaurant,IN,desktop,0
402.88,43.12,9.3442,738,1,2,4,10,0,1,0,grocery,UK,mobile,0
10.27,79.25,0.1296,220,0,0,7,7,0,1,0,fuel,DE,tablet,0
68.59,93.73,0.7318,339,0,0,4,14,0,0,0,restaurant,US,tablet,0
93.29,104.36,0.8939,41,0,1,11,22,1,1,0,restaurant,CA,tablet,0
165.27,50.2,3.292,508,0,0,5,8,0,0,0,financial,US,desktop,0
54.81,154.81,0.354,1,0,0,8,16,0,0,0,grocery,US,desktop,0
119.31,59.66,1.9998,1009,0,2,4,20,0,1,0,financial,DE,mobile,0
31.18,35.73,0.8725,34,0,0,12,14,0,0,0,fuel,US,desktop,0
126.54,112.13,1.1286,39,0,0,9,19,0,0,0,digital,US,pos,0
102.99,24.62,4.184,491,1,1,3,16,0,1,0,restaurant,SG,tablet,0
77.99,78.99,0.9874,910,0,3,4,10,0,1,0,electronics,UK,mobile,0
71.59,154.69,0.4628,289,1,7,1,22,1,1,0,fashion,SG,mobile,0
156.6,94.02,1.6656,65,0,1,6,9,0,0,0,financial,US,mobile,0
79.56,117.74,0.6758,301,0,0,5,13,0,0,0,grocery,US,tablet,0
103.47,28.2,3.6692,269,0,1,8,21,0,0,0,restaurant,US,desktop,0
53.09,35.29,1.5045,860,0,0,9,13,0,0,0,financial,US,mobile,0
40.0,66.41,0.6024,264,0,2,7,19,0,1,0,grocery,IN,desktop,0
125.32,65.94,1.9005,39,0,2,6,13,0,1,0,electronics,AE,mobile,0
34.12,52.17,0.654,366,0,0,7,14,0,0,0,grocery,US,desktop,0
427.05,32.31,13.2153,220,0,0,6,20,0,1,0,grocery,FR,mobile,0
197.65,129.13,1.5307,93,0,1,9,18,0,1,1,fashion,UK,desktop,0
40.6,53.1,0.7645,11,1,1,4,20,0,0,1,fashion,US,mobile,0
34.18,214.16,0.1596,377,0,1,3,12,0,0,0,fashion,US,desktop,0
48.11,171.87,0.2799,201,0,2,4,9,0,1,0,fuel,UK,mobile,0
83.41,70.25,1.1872,1236,0,2,2,21,0,0,0,food_delivery,US,tablet,0
163.27,85.8,1.903,517,0,0,12,9,0,1,0,casino,IN,mobile,0
163.81,76.67,2.1366,563,0,0,6,5,1,1,0,restaurant,DE,mobile,0
366.82,60.89,6.0238,456,0,1,6,15,0,0,0,restaurant,US,mobile,0
68.61,88.74,0.7732,1023,0,2,10,16,0,0,0,restaurant,US,mobile,0
54.42,19.74,2.7563,521,0,0,6,3,1,1,0,food_delivery,DE,mobile,0
66.76,71.61,0.9323,547,1,3,3,8,0,1,0,restaurant,IN,mobile,0
49.85,63.54,0.7846,251,0,2,5,0,1,1,0,travel,IN,mobile,0
34.05,58.71,0.5801,875,0,3,7,21,0,0,0,fuel,US,desktop,0
134.34,23.33,5.7573,206,0,2,6,10,0,1,0,electronics,FR,desktop,0
43.79,72.44,0.6045,577,0,1,10,22,1,1,0,digital,UK,mobile,0
65.48,59.11,1.1079,67,0,4,9,21,0,1,0,fuel,AE,tablet,0
39.14,26.06,1.5018,130,0,2,7,22,1,1,0,fuel,FR,mobile,0
14.06,154.01,0.0913,68,1,1,3,19,0,1,0,restaurant,UK,tablet,0
113.95,29.3,3.889,269,0,2,8,1,1,1,0,fuel,UK,mobile,0
19.88,54.42,0.3653,168,0,2,6,19,0,0,0,restaurant,US,tablet,0
82.93,71.54,1.1593,612,0,3,1,7,0,1,0,digital,IN,tablet,0
14.19,27.25,0.5207,304,1,1,6,21,0,1,0,restaurant,DE,mobile,0
489.7,60.5,8.0939,208,0,3,7,12,0,1,0,grocery,IN,desktop,0
370.35,68.19,5.4308,57,0,2,6,11,0,1,0,restaurant,SG,mobile,0
15.68,18.46,0.8492,381,0,0,5,23,1,1,0,fashion,IN,mobile,0
50.31,23.82,2.1123,130,1,0,5,13,0,0,0,financial,US,mobile,0
18.32,155.67,0.1177,214,0,0,13,18,0,0,0,restaurant,US,desktop,0
23.94,126.07,0.1899,522,0,1,7,6,0,0,0,restaurant,US,mobile,0
105.47,67.21,1.5693,491,0,0,9,19,0,1,0,restaurant,CA,desktop,0
15.89,52.4,0.3033,489,0,2,9,23,1,0,0,casino,US,mobile,0
141.53,46.54,3.0414,179,0,3,7,12,0,1,0,digital,BR,tablet,0
50.11,66.64,0.752,305,0,1,5,9,0,1,0,grocery,IN,tablet,0
78.13,87.16,0.8964,253,0,2,8,12,0,1,1,electronics,CA,desktop,0
38.49,81.53,0.4721,60,1,1,6,6,0,1,0,food_delivery,IN,desktop,0
17.35,167.09,0.1038,339,0,4,0,15,0,1,0,food_delivery,AU,desktop,0
156.4,341.73,0.4577,45,0,0,5,9,0,1,0,fuel,DE,mobile,0
97.84,95.96,1.0196,17,0,1,4,6,0,0,0,food_delivery,US,mobile,0
76.82,61.67,1.2458,270,0,2,4,23,1,1,0,fashion,IN,desktop,0
22.38,42.46,0.5272,350,1,2,2,11,0,0,0,restaurant,US,mobile,0
121.14,90.7,1.3356,237,1,2,2,1,1,0,0,grocery,US,mobile,0
57.8,41.49,1.3929,726,0,0,5,6,0,0,0,restaurant,US,desktop,0
77.82,92.08,0.8451,10,0,2,2,19,0,0,0,grocery,US,desktop,0
141.0,23.32,6.0454,304,0,0,6,0,1,1,0,restaurant,IN,mobile,0
199.72,44.93,4.4454,42,0,2,5,22,1,1,0,digital,UK,mobile,1
220.84,29.45,7.4989,84,1,2,5,17,0,1,0,digital,AE,mobile,1
62.16,74.5,0.8345,123,0,2,6,23,1,1,0,grocery,IN,desktop,0
46.95,83.23,0.5641,369,0,1,7,21,0,1,0,grocery,FR,desktop,0
197.23,133.77,1.4744,161,0,0,4,18,0,1,1,electronics,IN,desktop,0
59.74,87.6,0.6819,660,0,2,4,10,0,1,0,fuel,IN,desktop,0
9.12,66.84,0.1364,171,0,1,9,13,0,1,1,grocery,IN,mobile,0
37.97,41.28,0.9197,961,0,0,3,16,0,1,0,food_delivery,AU,mobile,0
45.27,108.76,0.4163,500,0,1,6,8,0,0,0,restaurant,US,desktop,0
245.97,30.13,8.1636,122,0,0,9,16,0,0,1,grocery,US,pos,0
248.76,123.36,2.0165,901,1,2,10,17,0,1,0,food_delivery,DE,mobile,0
14.05,29.99,0.4685,889,0,3,10,6,0,0,0,electronics,US,desktop,0
78.77,123.65,0.6371,363,0,0,6,18,0,0,0,restaurant,US,mobile,0
57.57,88.34,0.6517,311,0,1,5,16,0,0,0,travel,US,mobile,0
41.29,51.8,0.7971,201,1,2,7,12,0,0,0,financial,US,desktop,0
61.22,22.28,2.7485,1895,1,0,14,21,0,0,0,grocery,US,desktop,0
111.57,78.73,1.4171,59,0,1,7,22,1,0,0,electronics,US,desktop,0
55.38,44.91,1.2332,48,0,0,8,20,0,1,0,restaurant,SG,mobile,0
49.15,27.41,1.7933,539,0,0,7,22,1,1,0,fuel,BR,mobile,0
28.95,66.21,0.4372,160,0,2,5,19,0,0,0,fuel,US,desktop,0
317.31,73.55,4.3141,120,0,0,2,23,1,0,0,restaurant,US,tablet,0
78.24,77.8,1.0056,319,1,2,6,15,0,1,0,grocery,AE,mobile,0
67.0,58.98,1.1359,224,0,1,5,9,0,1,0,food_delivery,DE,desktop,0
61.75,86.56,0.7134,108,0,1,5,9,0,1,0,restaurant,UK,pos,0
70.51,79.87,0.8827,117,1,1,10,1,1,1,1,financial,UK,mobile,0
57.93,38.01,1.5242,1208,0,2,4,10,0,0,0,restaurant,US,desktop,0
45.42,81.21,0.5593,157,0,2,2,23,1,0,0,digital,US,desktop,0
169.71,48.38,3.5081,97,1,1,7,20,0,1,0,fashion,IN,pos,0
35.11,18.2,1.9288,623,1,1,12,9,0,1,0,restaurant,IN,tablet,0
259.24,72.33,3.5843,174,0,2,4,6,0,1,1,travel,AE,desktop,0
18.27,86.56,0.211,80,0,0,8,19,0,0,1,food_delivery,US,desktop,0
18.39,29.71,0.6188,210,0,0,4,19,0,0,0,fuel,US,tablet,0
53.95,62.17,0.8679,436,0,0,5,21,0,1,0,fuel,CA,mobile,0
62.88,128.99,0.4875,81,0,2,2,17,0,1,0,fashion,AU,desktop,0
127.08,70.61,1.7998,296,1,1,6,5,1,0,0,fashion,US,desktop,0
86.8,45.93,1.8898,412,0,1,8,23,1,0,0,fuel,US,mobile,0
25.28,90.99,0.2778,50,1,1,7,23,1,1,0,food_delivery,UK,mobile,0
90.56,44.01,2.0578,117,0,1,6,9,0,0,0,restaurant,US,tablet,0
243.67,21.52,11.3217,182,0,1,3,4,1,1,0,fuel,AU,desktop,1
35.42,28.67,1.2352,491,0,0,4,20,0,0,1,electronics,US,tablet,0
7.87,317.8,0.0248,33,1,2,10,15,0,0,1,casino,US,tablet,0
6.22,80.68,0.0771,326,0,1,3,8,0,1,0,restaurant,IN,desktop,0
50.01,94.02,0.5319,131,0,2,5,16,0,1,0,restaurant,FR,mobile,0
202.76,313.52,0.6467,779,0,2,7,8,0,1,0,grocery,SG,tablet,0
24.86,43.64,0.5696,743,0,2,2,13,0,1,0,travel,UK,desktop,0
29.2,80.25,0.3638,93,0,0,5,22,1,0,0,fuel,US,mobile,0
676.83,41.73,16.2198,130,0,0,5,10,0,1,0,restaurant,DE,mobile,0
31.54,33.31,0.9469,123,0,2,8,7,0,0,0,restaurant,US,mobile,0
36.08,112.35,0.3211,392,0,0,11,11,0,0,0,financial,US,tablet,0
11.5,31.03,0.3704,763,0,0,6,21,0,0,0,fuel,US,tablet,0
33.93,156.91,0.2163,24,0,0,4,20,0,0,1,electronics,US,mobile,0
87.39,75.15,1.1628,551,0,1,5,5,1,0,0,grocery,US,desktop,0
66.12,26.11,2.5326,115,0,2,5,7,0,1,0,grocery,FR,desktop,0
60.13,71.32,0.8431,29,0,2,6,5,1,0,0,grocery,US,mobile,0
21.92,44.05,0.4976,358,0,0,9,22,1,1,0,restaurant,IN,desktop,0
171.56,100.83,1.7015,114,0,2,7,12,0,0,1,fuel,US,desktop,0
7.09,70.85,0.1,757,1,1,5,2,1,1,0,restaurant,IN,desktop,0
28.33,75.5,0.3752,202,0,2,4,14,0,1,0,restaurant,IN,mobile,0
205.68,57.9,3.5526,447,0,1,2,17,0,0,0,grocery,US,pos,0
184.19,94.96,1.9397,1450,0,4,8,2,1,1,0,restaurant,AU,mobile,0
80.2,39.5,2.0307,371,1,1,5,18,0,1,0,grocery,IN,tablet,0
107.19,85.41,1.2551,21,0,2,6,16,0,1,0,grocery,AE,mobile,0
23.49,49.03,0.479,33,0,0,9,21,0,1,0,grocery,AE,desktop,0
20.33,35.41,0.574,228,1,0,5,17,0,0,0,travel,US,desktop,0
13.15,130.43,0.1008,718,0,2,8,19,0,1,0,financial,CA,mobile,0
89.85,44.76,2.0075,786,0,0,9,14,0,1,0,electronics,DE,tablet,0
243.06,135.82,1.7896,384,1,0,10,7,0,1,0,grocery,IN,desktop,0
63.89,101.38,0.6302,252,0,2,3,18,0,1,1,casino,BR,tablet,0
57.07,59.88,0.9531,73,0,0,3,10,0,1,0,casino,IN,mobile,0
65.11,38.16,1.7065,898,0,0,5,22,1,1,0,fuel,IN,mobile,0
142.54,35.77,3.9848,15,0,3,5,21,0,0,0,grocery,US,mobile,0
206.49,40.48,5.1005,957,0,1,6,18,0,1,0,travel,AU,pos,0
9.66,67.59,0.1429,405,1,1,4,8,0,1,1,casino,CA,tablet,0
140.09,75.94,1.8447,932,0,1,5,20,0,0,0,food_delivery,US,tablet,0
89.48,59.17,1.5122,454,0,2,2,8,0,1,1,electronics,UK,desktop,0
86.9,24.47,3.5519,62,0,0,2,11,0,0,0,electronics,US,desktop,0
17.74,73.11,0.2427,928,0,1,8,11,0,1,0,casino,CA,desktop,0
117.44,147.26,0.7975,22,0,0,8,6,0,0,0,grocery,US,mobile,0
178.08,101.87,1.7481,840,0,0,10,19,0,0,0,grocery,US,tablet,0
50.0,159.72,0.3131,277,0,1,8,6,0,1,1,digital,FR,mobile,0
66.32,57.48,1.1538,1059,0,0,8,11,0,1,1,grocery,DE,mobile,0
41.57,85.36,0.487,517,1,0,6,9,0,1,0,restaurant,IN,mobile,0
113.45,85.33,1.3295,229,0,0,6,13,0,1,0,restaurant,UK,mobile,0
33.59,90.24,0.3722,680,0,1,7,8,0,1,0,restaurant,FR,mobile,0
82.18,107.0,0.7681,1221,0,1,6,18,0,0,0,grocery,US,mobile,0
122.57,61.73,1.9854,44,0,2,10,17,0,0,0,fashion,US,desktop,0
20.2,107.68,0.1876,11,0,0,5,20,0,1,0,restaurant,IN,mobile,0
64.13,47.31,1.3556,420,0,0,7,10,0,1,0,fashion,UK,mobile,0
58.95,137.41,0.4291,772,0,0,4,8,0,1,0,restaurant,UK,mobile,0
84.36,137.93,0.6116,80,0,3,4,3,1,1,0,financial,IN,mobile,0
47.94,54.61,0.8778,25,0,5,10,22,1,1,0,fashion,DE,mobile,0
100.94,71.65,1.4089,475,0,1,5,6,0,0,0,casino,US,mobile,0
26.27,28.65,0.9169,1075,0,2,5,20,0,0,0,restaurant,US,tablet,0
146.62,111.69,1.3128,233,1,1,6,18,0,1,1,grocery,IN,mobile,0
53.94,13.73,3.9274,634,0,1,7,6,0,0,0,food_delivery,US,mobile,0
126.99,37.12,3.4214,805,0,0,6,7,0,1,0,digital,SG,tablet,0
21.95,31.55,0.6959,1744,1,2,8,11,0,1,0,grocery,AE,mobile,0
145.81,151.97,0.9595,838,0,1,8,18,0,0,0,electronics,US,desktop,0
285.24,47.23,6.0398,602,0,0,8,11,0,0,0,electronics,US,mobile,0
157.03,77.09,2.0368,207,0,0,5,17,0,0,1,grocery,US,mobile,0
73.73,149.94,0.4918,641,0,1,6,21,0,1,0,fashion,IN,desktop,0
50.27,108.35,0.4639,1312,0,1,8,20,0,1,0,restaurant,SG,desktop,0
86.8,89.53,0.9695,190,0,0,4,14,0,0,0,grocery,US,mobile,0
27.87,29.29,0.9515,35,1,0,6,19,0,0,1,digital,US,mobile,0
103.65,63.02,1.6446,32,0,1,4,4,1,1,0,fuel,IN,desktop,0
40.19,146.96,0.2734,801,0,2,3,23,1,1,0,food_delivery,IN,pos,0
52.22,86.67,0.6025,960,0,0,10,9,0,1,1,travel,DE,mobile,0
63.6,44.79,1.4201,943,0,1,9,16,0,1,0,casino,DE,mobile,0
27.36,59.01,0.4636,188,1,0,9,1,1,1,0,fuel,BR,desktop,0
159.03,36.68,4.3357,37,0,1,5,13,0,1,0,fuel,IN,mobile,0
191.71,102.5,1.8703,961,0,0,7,11,0,0,0,restaurant,US,desktop,0
30.05,63.47,0.4735,177,0,0,5,14,0,1,0,electronics,DE,desktop,0
88.9,28.09,3.1652,64,0,2,8,11,0,1,0,fuel,UK,mobile,0
135.13,57.06,2.3682,177,0,0,2,3,1,0,1,travel,US,mobile,0
114.83,67.2,1.7089,71,0,1,3,19,0,1,0,restaurant,AU,pos,0
87.29,63.62,1.372,232,1,0,11,13,0,1,0,grocery,FR,desktop,0
27.19,84.89,0.3204,338,0,1,7,11,0,1,0,digital,IN,mobile,0
44.96,30.18,1.4897,1141,0,2,5,9,0,1,0,digital,AE,desktop,0
40.34,45.6,0.8847,2739,0,0,7,14,0,1,0,restaurant,DE,mobile,0
130.83,112.04,1.1677,118,0,0,7,19,0,1,1,travel,CA,mobile,0
13.75,144.41,0.0952,82,0,3,10,14,0,1,1,fuel,DE,mobile,0
47.84,25.99,1.8409,8,1,0,5,16,0,1,0,food_delivery,DE,mobile,0
63.15,77.06,0.8195,537,0,3,3,12,0,0,0,restaurant,US,mobile,0
71.06,105.8,0.6717,1833,0,0,8,9,0,1,0,fashion,IN,pos,0
112.28,68.39,1.6417,345,0,0,7,7,0,1,0,grocery,UK,desktop,0
13.28,89.81,0.1478,68,0,3,1,10,0,1,1,grocery,BR,desktop,0
72.08,175.26,0.4113,103,0,1,5,23,1,1,0,food_delivery,CA,mobile,0
97.75,37.12,2.6331,99,1,4,4,23,1,0,0,restaurant,US,mobile,0
23.49,46.53,0.5047,4,0,1,8,16,0,1,1,grocery,DE,desktop,0
217.35,69.05,3.1478,391,0,0,3,17,0,0,0,grocery,US,mobile,0
459.38,59.61,7.7062,17,0,3,5,14,0,1,0,restaurant,DE,desktop,0
57.53,55.73,1.0323,264,1,0,9,21,0,0,0,travel,US,tablet,0
48.3,78.32,0.6167,325,0,1,3,9,0,1,0,restaurant,IN,tablet,0
9.64,76.35,0.1262,427,0,0,6,7,0,1,1,food_delivery,IN,mobile,0
53.33,20.78,2.5671,314,1,2,10,13,0,1,0,digital,AU,mobile,0
217.87,142.53,1.5286,30,1,1,7,7,0,1,0,restaurant,UK,tablet,0
49.76,82.01,0.6067,739,0,0,4,22,1,0,0,food_delivery,US,desktop,0
49.5,94.18,0.5256,263,1,1,8,23,1,1,0,grocery,UK,desktop,0
53.99,121.66,0.4438,293,0,1,7,16,0,1,0,restaurant,UK,pos,0
103.12,119.82,0.8606,185,0,0,4,13,0,0,0,grocery,US,mobile,0
55.56,130.19,0.4267,331,0,0,7,23,1,0,1,grocery,US,tablet,0
47.51,149.35,0.3181,18,0,0,8,6,0,1,0,grocery,CA,tablet,0
24.07,62.49,0.3852,26,1,0,3,11,0,0,0,grocery,US,mobile,0
25.1,59.9,0.4191,500,0,2,5,17,0,0,0,digital,US,pos,0
215.29,48.43,4.445,976,1,1,5,14,0,1,0,fashion,UK,pos,0
162.52,137.91,1.1784,92,0,0,3,8,0,0,0,financial,US,mobile,0
21.65,139.03,0.1557,613,1,1,10,13,0,1,1,fashion,IN,desktop,0
38.99,82.05,0.4752,83,0,2,6,0,1,0,0,electronics,US,mobile,0
54.83,88.95,0.6164,113,0,2,4,19,0,0,0,grocery,US,desktop,0
28.99,76.28,0.3801,189,0,0,7,21,0,1,0,fashion,IN,pos,0
60.89,93.75,0.6495,228,0,0,4,22,1,1,0,restaurant,IN,pos,0
153.01,80.79,1.8939,65,0,1,3,18,0,0,0,financial,US,desktop,0
18.38,95.81,0.1919,271,2,1,3,18,0,1,0,financial,IN,desktop,0
65.07,55.07,1.1816,229,0,1,7,19,0,1,0,grocery,DE,pos,0
137.14,73.3,1.8708,999,0,3,5,13,0,1,1,electronics,DE,mobile,0
35.05,42.17,0.8313,44,0,1,4,19,0,0,1,electronics,US,mobile,0
41.77,97.57,0.4282,304,2,1,7,13,0,1,0,fashion,IN,mobile,0
40.63,159.18,0.2552,32,0,2,9,18,0,0,0,grocery,US,desktop,0
35.24,164.16,0.2147,207,0,2,5,18,0,0,1,electronics,US,mobile,0
33.61,101.62,0.3307,95,0,4,7,8,0,1,0,food_delivery,IN,mobile,0
245.38,87.64,2.7997,388,0,3,8,11,0,1,0,restaurant,DE,tablet,0
23.5,45.24,0.5196,785,1,1,8,0,1,1,0,fuel,SG,mobile,0
62.58,45.79,1.3666,37,0,0,4,20,0,0,0,grocery,US,mobile,0
39.75,39.3,1.0116,45,3,4,1,10,0,1,0,financial,IN,pos,0
80.85,27.44,2.9464,33,0,0,10,10,0,1,0,grocery,SG,mobile,0
378.92,43.28,8.7545,235,0,3,7,18,0,1,1,restaurant,IN,desktop,1
70.11,121.56,0.5767,1014,0,1,10,19,0,1,0,restaurant,CA,mobile,0
121.64,65.0,1.8714,360,0,1,6,11,0,1,1,digital,DE,mobile,0
150.59,64.54,2.3331,337,0,1,10,6,0,1,0,travel,AU,mobile,0
57.79,40.5,1.4269,1766,0,0,6,14,0,1,0,grocery,FR,desktop,0
792.4,80.57,9.8344,573,1,1,5,16,0,0,0,grocery,US,desktop,0
105.43,55.99,1.8831,304,0,0,3,23,1,1,0,food_delivery,FR,mobile,0
59.9,112.08,0.5345,613,0,1,4,8,0,0,0,restaurant,US,mobile,0
12.75,37.27,0.3422,13,0,1,11,21,0,1,0,grocery,FR,pos,0
15.88,66.6,0.2384,426,0,3,9,14,0,1,1,casino,IN,mobile,0
392.2,192.34,2.0391,522,1,0,5,17,0,1,0,grocery,DE,mobile,0
25.23,27.03,0.9333,352,0,2,4,11,0,0,1,fuel,US,mobile,0
20.93,77.79,0.2691,270,0,0,6,12,0,0,0,restaurant,US,pos,0
97.36,86.19,1.1295,491,1,0,6,18,0,0,1,food_delivery,US,tablet,0
57.4,60.9,0.9424,734,0,1,1,17,0,0,0,food_delivery,US,mobile,0
132.65,80.09,1.6563,74,0,0,8,9,0,0,0,restaurant,US,mobile,0
62.62,79.43,0.7883,1387,0,0,6,17,0,0,0,electronics,US,mobile,0
33.75,66.13,0.5104,45,0,1,9,22,1,1,0,financial,AU,pos,0
11.14,41.45,0.2687,4,0,1,8,8,0,1,0,food_delivery,FR,desktop,0
41.75,50.78,0.8221,576,2,4,3,14,0,1,0,restaurant,IN,tablet,0
7.48,47.87,0.1563,522,0,2,6,8,0,1,0,fuel,DE,mobile,0
8.09,82.9,0.0976,435,0,0,12,9,0,0,0,financial,US,mobile,0
216.12,30.06,7.1901,112,0,0,5,8,0,1,0,grocery,DE,mobile,1
29.41,31.47,0.9344,475,0,1,9,15,0,1,0,grocery,IN,desktop,0
74.9,75.99,0.9856,163,0,1,5,8,0,0,0,restaurant,US,mobile,0
60.18,77.28,0.7787,158,0,2,10,13,0,1,0,digital,DE,mobile,0
110.11,62.73,1.7553,125,0,0,7,20,0,1,0,grocery,AE,mobile,0
68.19,87.1,0.7829,21,0,1,4,21,0,0,0,restaurant,US,desktop,0
71.29,55.36,1.2878,335,0,0,2,16,0,0,0,electronics,US,mobile,0
73.35,135.12,0.5428,2239,0,0,7,11,0,1,0,grocery,FR,desktop,0
213.79,85.71,2.4943,77,0,2,4,13,0,0,0,restaurant,US,mobile,0
204.38,42.63,4.7938,474,0,0,8,8,0,1,0,fuel,IN,mobile,0
19.09,123.46,0.1546,139,0,1,3,8,0,0,0,restaurant,US,mobile,0
